scenario,world_seed,agent_seed,strategy,n_channels,n_slots,slot_duration_s,total_scans,total_detections,true_positive_scans,false_positive_scans,on_target_scans,redundant_scans,n_activity_intervals,n_detected_intervals,n_missed_intervals,n_missed_never_scanned,n_missed_detector,n_censored_intervals,detection_rate,missed_detection_rate,on_target_scan_rate,scan_efficiency,redundant_scan_rate,mean_detection_delay_slots,median_detection_delay_slots,max_detection_delay_slots,time_to_first_detection_slots,emerging_discovery_delay_slots,emerging_discovery_censored,channels_covered,channel_coverage,coverage_time_slots,mean_decision_latency_ms,mean_detection_delay_s,time_to_first_detection_s,emerging_discovery_delay_s
normal,22,22,heuristic,12,800,0.1,800,266,252,14,262,313,65,24,41,41,0,0,0.36923076923076925,0.6307692307692307,0.3275,0.315,0.39125,4.25,0.0,58.0,5.0,,False,12,1.0,12,0.027135750751767773,0.42500000000000004,0.5,
normal,22,22,adaptive,12,800,0.1,800,317,302,15,314,99,65,34,31,31,0,0,0.5230769230769231,0.47692307692307695,0.3925,0.3775,0.12375,3.911764705882353,3.0,19.0,5.0,,False,12,1.0,11,5.683418874941708,0.3911764705882353,0.5,
normal,23,23,sequential,12,800,0.1,800,87,72,15,73,0,67,42,25,25,0,0,0.6268656716417911,0.373134328358209,0.09125,0.09,0.0,3.9047619047619047,4.5,11.0,5.0,,False,12,1.0,11,0.0014457485303864814,0.3904761904761905,0.5,
normal,23,23,random,12,800,0.1,800,72,58,14,62,248,67,34,33,33,0,0,0.5074626865671642,0.4925373134328358,0.0775,0.0725,0.31,6.147058823529412,5.0,29.0,2.0,,False,12,1.0,46,0.01510450030764332,0.6147058823529412,0.2,
normal,23,23,heuristic,12,800,0.1,800,419,411,8,426,204,67,19,48,48,0,0,0.2835820895522388,0.7164179104477612,0.5325,0.51375,0.255,0.631578947368421,0.0,5.0,5.0,,False,12,1.0,11,0.028074625188310165,0.06315789473684211,0.5,
normal,23,23,adaptive,12,800,0.1,800,365,354,11,366,85,67,31,36,36,0,0,0.4626865671641791,0.5373134328358209,0.4575,0.4425,0.10625,3.806451612903226,3.0,16.0,5.0,,False,12,1.0,11,5.5663906250629225,0.3806451612903226,0.5,
normal,24,24,sequential,12,800,0.1,800,74,56,18,58,0,60,32,28,26,2,0,0.5333333333333333,0.4666666666666667,0.0725,0.07,0.0,4.875,5.0,11.0,5.0,,False,12,1.0,11,0.0013864992797607556,0.48750000000000004,0.5,
normal,24,24,random,12,800,0.1,800,71,53,18,54,236,60,26,34,34,0,0,0.43333333333333335,0.5666666666666667,0.0675,0.06625,0.295,5.038461538461538,5.0,21.0,2.0,,False,12,1.0,39,0.016730500356061384,0.5038461538461538,0.2,
normal,24,24,heuristic,12,800,0.1,800,214,200,14,203,397,60,23,37,37,0,0,0.38333333333333336,0.6166666666666667,0.25375,0.25,0.49625,1.391304347826087,0.0,27.0,5.0,,False,12,1.0,11,0.0291491251118714,0.1391304347826087,0.5,
normal,24,24,adaptive,12,800,0.1,800,321,312,9,318,105,60,29,31,31,0,0,0.48333333333333334,0.5166666666666667,0.3975,0.39,0.13125,3.1379310344827585,2.0,17.0,5.0,,False,12,1.0,11,5.7682747499711695,0.3137931034482759,0.5,
normal,25,25,sequential,12,800,0.1,800,73,56,17,58,0,52,35,17,16,1,0,0.6730769230769231,0.3269230769230769,0.0725,0.07,0.0,4.828571428571428,5.0,17.0,5.0,,False,12,1.0,11,0.0015656246250728145,0.4828571428571429,0.5,
normal,25,25,random,12,800,0.1,800,64,48,16,49,219,52,25,27,26,1,0,0.4807692307692308,0.5192307692307693,0.06125,0.06,0.27375,6.2,4.0,25.0,15.0,,False,12,1.0,28,0.015275873920472804,0.6200000000000001,1.5,
normal,25,25,heuristic,12,800,0.1,800,226,212,14,222,386,52,22,30,30,0,0,0.4230769230769231,0.5769230769230769,0.2775,0.265,0.4825,1.3181818181818181,0.0,18.0,6.0,,False,12,1.0,12,0.029380749801930506,0.1318181818181818,0.6000000000000001,
normal,25,25,adaptive,12,800,0.1,800,279,268,11,275,110,52,24,28,28,0,0,0.46153846153846156,0.5384615384615384,0.34375,0.335,0.1375,3.5833333333333335,2.0,13.0,5.0,,False,12,1.0,11,5.732299249357311,0.3583333333333334,0.5,
normal,26,26,sequential,12,800,0.1,800,82,61,21,63,0,67,40,27,26,1,0,0.5970149253731343,0.40298507462686567,0.07875,0.07625,0.0,5.05,5.0,17.0,5.0,,False,12,1.0,11,0.001618124297237955,0.505,0.5,
normal,26,26,random,12,800,0.1,800,69,58,11,60,238,67,34,33,32,1,0,0.5074626865671642,0.4925373134328358,0.075,0.0725,0.2975,3.6176470588235294,2.0,20.0,1.0,,False,12,1.0,28,0.014968374889576808,0.361764705882353,0.1,
normal,26,26,heuristic,12,800,0.1,800,313,305,8,316,301,67,22,45,45,0,0,0.3283582089552239,0.6716417910447762,0.395,0.38125,0.37625,1.0454545454545454,0.0,8.0,5.0,,False,12,1.0,11,0.02968837525259005,0.10454545454545455,0.5,
normal,26,26,adaptive,12,800,0.1,800,343,331,12,345,105,67,35,32,32,0,1,0.5223880597014925,0.47761194029850745,0.43125,0.41375,0.13125,2.6857142857142855,2.0,10.0,5.0,,False,12,1.0,11,5.939816249556316,0.26857142857142857,0.5,
normal,27,27,sequential,12,800,0.1,800,92,68,24,69,0,58,39,19,19,0,1,0.6724137931034483,0.3275862068965517,0.08625,0.085,0.0,3.5641025641025643,3.0,11.0,2.0,,False,12,1.0,11,0.0016579998191446066,0.3564102564102565,0.2,
normal,27,27,random,12,800,0.1,800,61,43,18,46,236,58,25,33,31,2,1,0.43103448275862066,0.5689655172413793,0.0575,0.05375,0.295,4.84,2.0,43.0,2.0,,False,12,1.0,36,0.016152500538737513,0.484,0.2,
normal,27,27,heuristic,12,800,0.1,800,370,359,11,365,244,58,20,38,38,0,0,0.3448275862068966,0.6551724137931034,0.45625,0.44875,0.305,0.9,0.0,11.0,2.0,,False,12,1.0,11,0.026266875793226063,0.09000000000000001,0.2,
normal,27,27,adaptive,12,800,0.1,800,339,321,18,332,114,58,29,29,29,0,1,0.5,0.5,0.415,0.40125,0.1425,3.0689655172413794,2.0,20.0,2.0,,False,12,1.0,11,5.6860086255619535,0.306896551724138,0.2,
normal,28,28,sequential,12,800,0.1,800,84,61,23,63,0,71,36,35,34,1,0,0.5070422535211268,0.49295774647887325,0.07875,0.07625,0.0,3.361111111111111,3.0,11.0,2.0,,False,12,1.0,11,0.001476749894209206,0.33611111111111114,0.2,
normal,28,28,random,12,800,0.1,800,71,57,14,59,252,71,29,42,42,0,0,0.4084507042253521,0.5915492957746479,0.07375,0.07125,0.315,3.0689655172413794,2.0,15.0,2.0,,False,12,1.0,24,0.014692375079903286,0.306896551724138,0.2,
normal,28,28,heuristic,12,800,0.1,800,330,315,15,324,260,71,23,48,48,0,0,0.323943661971831,0.676056338028169,0.405,0.39375,0.325,2.608695652173913,1.0,23.0,2.0,,False,12,1.0,13,0.026076499780174345,0.2608695652173913,0.2,
normal,28,28,adaptive,12,800,0.1,800,316,307,9,317,100,71,33,38,38,0,0,0.4647887323943662,0.5352112676056338,0.39625,0.38375,0.125,2.878787878787879,2.0,12.0,2.0,,False,12,1.0,11,5.65486824940308,0.2878787878787879,0.2,
normal,29,29,sequential,12,800,0.1,800,88,68,20,70,0,57,39,18,18,0,0,0.6842105263157895,0.3157894736842105,0.0875,0.085,0.0,4.17948717948718,4.0,11.0,5.0,,False,12,1.0,11,0.00153700057126116,0.417948717948718,0.5,
normal,29,29,random,12,800,0.1,800,72,56,16,58,234,57,26,31,31,0,0,0.45614035087719296,0.543859649122807,0.0725,0.07,0.2925,5.653846153846154,2.5,37.0,12.0,,False,12,1.0,44,0.015933000686345622,0.5653846153846155,1.2000000000000002,
normal,29,29,heuristic,12,800,0.1,800,233,216,17,226,378,57,27,30,29,1,0,0.47368421052631576,0.5263157894736842,0.2825,0.27,0.4725,2.3333333333333335,0.0,33.0,8.0,,False,12,1.0,12,0.02755612487817416,0.23333333333333336,0.8,
normal,29,29,adaptive,12,800,0.1,800,349,337,12,352,84,57,24,33,33,0,1,0.42105263157894735,0.5789473684210527,0.44,0.42125,0.105,3.2916666666666665,2.0,11.0,5.0,,False,12,1.0,11,5.644445375946816,0.32916666666666666,0.5,
high_activity,0,0,sequential,12,800,0.1,800,312,297,15,305,0,207,128,79,77,2,1,0.6183574879227053,0.38164251207729466,0.38125,0.37125,0.0,4.8671875,4.0,20.0,0.0,,False,12,1.0,11,0.001434375844837632,0.48671875000000003,0.0,
high_activity,0,0,random,12,800,0.1,800,316,301,15,315,138,207,121,86,85,1,1,0.5845410628019324,0.41545893719806765,0.39375,0.37625,0.1725,5.9421487603305785,5.0,21.0,2.0,,False,12,1.0,38,0.0144228755380027,0.5942148760330579,0.2,
high_activity,0,0,heuristic,12,800,0.1,800,620,615,5,637,49,207,38,169,167,2,3,0.18357487922705315,0.8164251207729468,0.79625,0.76875,0.06125,5.368421052631579,1.0,43.0,0.0,,False,12,1.0,14,0.026407249679323286,0.5368421052631579,0.0,
high_activity,0,0,adaptive,12,800,0.1,800,577,570,7,583,4,207,76,131,131,0,2,0.3671497584541063,0.6328502415458938,0.72875,0.7125,0.005,9.828947368421053,5.0,34.0,0.0,,False,12,1.0,11,5.553254500191542,0.9828947368421054,0.0,
high_activity,1,1,sequential,12,800,0.1,800,319,309,10,321,0,189,126,63,61,2,2,0.6666666666666666,0.3333333333333333,0.40125,0.38625,0.0,4.563492063492063,4.0,23.0,0.0,,False,12,1.0,11,0.0014783746519242413,0.45634920634920634,0.0,
high_activity,1,1,random,12,800,0.1,800,327,318,9,328,159,189,112,77,76,1,2,0.5925925925925926,0.4074074074074074,0.41,0.3975,0.19875,6.071428571428571,3.0,35.0,1.0,,False,12,1.0,48,0.015316249919123946,0.6071428571428572,0.1,
high_activity,1,1,heuristic,12,800,0.1,800,646,645,1,665,34,189,38,151,150,1,3,0.20105820105820105,0.798941798941799,0.83125,0.80625,0.0425,14.157894736842104,7.0,72.0,0.0,,False,12,1.0,11,0.02604599947517272,1.4157894736842105,0.0,
high_activity,1,1,adaptive,12,800,0.1,800,574,571,3,590,1,189,78,111,109,2,2,0.4126984126984127,0.5873015873015873,0.7375,0.71375,0.00125,12.705128205128204,11.0,35.0,0.0,,False,12,1.0,11,5.512332000325841,1.2705128205128204,0.0,
high_activity,2,2,sequential,12,800,0.1,800,314,301,13,312,0,214,133,81,79,2,1,0.6214953271028038,0.37850467289719625,0.39,0.37625,0.0,4.451127819548872,4.0,21.0,0.0,,False,12,1.0,11,0.0013185003263060935,0.44511278195488724,0.0,
high_activity,2,2,random,12,800,0.1,800,305,293,12,304,157,214,116,98,98,0,2,0.5420560747663551,0.45794392523364486,0.38,0.36625,0.19625,6.5,4.0,31.0,0.0,,False,12,1.0,16,0.014769249573873822,0.65,0.0,
high_activity,2,2,heuristic,12,800,0.1,800,677,672,5,692,19,214,36,178,177,1,4,0.16822429906542055,0.8317757009345794,0.865,0.84,0.02375,9.5,6.5,36.0,0.0,,False,12,1.0,11,0.026405874159536324,0.9500000000000001,0.0,
high_activity,2,2,adaptive,12,800,0.1,800,573,571,2,582,1,214,83,131,131,0,3,0.3878504672897196,0.6121495327102804,0.7275,0.71375,0.00125,11.240963855421686,7.0,35.0,0.0,,False,12,1.0,11,5.644617624493549,1.1240963855421686,0.0,
high_activity,3,3,sequential,12,800,0.1,800,315,305,10,318,0,197,136,61,59,2,0,0.6903553299492385,0.3096446700507614,0.3975,0.38125,0.0,5.036764705882353,5.0,20.0,1.0,,False,12,1.0,11,0.0015412500579259358,0.5036764705882354,0.1,
high_activity,3,3,random,12,800,0.1,800,298,289,9,297,160,197,113,84,84,0,0,0.5736040609137056,0.4263959390862944,0.37125,0.36125,0.2,6.221238938053097,4.0,31.0,1.0,,False,12,1.0,31,0.016379999578930438,0.6221238938053097,0.1,
high_activity,3,3,heuristic,12,800,0.1,800,627,627,0,650,39,197,39,158,157,1,1,0.19796954314720813,0.8020304568527918,0.8125,0.78375,0.04875,15.923076923076923,2.0,258.0,2.0,,False,12,1.0,12,0.025980624996009283,1.5923076923076924,0.2,
high_activity,3,3,adaptive,12,800,0.1,800,575,567,8,581,0,197,76,121,119,2,2,0.38578680203045684,0.6142131979695431,0.72625,0.70875,0.0,12.223684210526315,9.0,38.0,1.0,,False,12,1.0,11,5.599060749518685,1.2223684210526315,0.1,
high_activity,4,4,sequential,12,800,0.1,800,313,296,17,307,0,204,134,70,68,2,0,0.6568627450980392,0.3431372549019608,0.38375,0.37,0.0,4.7164179104477615,4.0,18.0,0.0,,False,12,1.0,11,0.0015311249444494024,0.47164179104477616,0.0,
high_activity,4,4,random,12,800,0.1,800,313,297,16,308,144,204,114,90,88,2,0,0.5588235294117647,0.4411764705882353,0.385,0.37125,0.18,5.631578947368421,4.0,26.0,0.0,,False,12,1.0,26,0.016447124908154365,0.5631578947368422,0.0,
high_activity,4,4,heuristic,12,800,0.1,800,629,625,4,644,37,204,43,161,160,1,3,0.2107843137254902,0.7892156862745098,0.805,0.78125,0.04625,8.790697674418604,3.0,49.0,0.0,,False,12,1.0,11,0.028883000413770787,0.8790697674418605,0.0,
high_activity,4,4,adaptive,12,800,0.1,800,575,568,7,587,0,204,94,110,110,0,2,0.46078431372549017,0.5392156862745098,0.73375,0.71,0.0,11.23404255319149,6.0,35.0,0.0,,False,12,1.0,11,5.525630999763962,1.123404255319149,0.0,
high_activity,5,5,sequential,12,800,0.1,800,301,290,11,296,0,190,133,57,56,1,0,0.7,0.3,0.37,0.3625,0.0,4.924812030075188,5.0,19.0,0.0,,False,12,1.0,11,0.0013595001655630767,0.4924812030075188,0.0,
high_activity,5,5,random,12,800,0.1,800,313,305,8,311,136,190,121,69,69,0,1,0.6368421052631579,0.3631578947368421,0.38875,0.38125,0.17,5.669421487603306,3.0,26.0,0.0,,False,12,1.0,29,0.017021749772538897,0.5669421487603307,0.0,
high_activity,5,5,heuristic,12,800,0.1,800,648,644,4,669,29,190,34,156,156,0,2,0.17894736842105263,0.8210526315789474,0.83625,0.805,0.03625,8.970588235294118,2.5,44.0,0.0,,False,12,1.0,14,0.0266336249478627,0.8970588235294118,0.0,
high_activity,5,5,adaptive,12,800,0.1,800,564,559,5,580,0,190,79,111,111,0,1,0.41578947368421054,0.5842105263157895,0.725,0.69875,0.0,11.354430379746836,7.0,35.0,0.0,,False,12,1.0,11,5.574261749898142,1.1354430379746836,0.0,
high_activity,6,6,sequential,12,800,0.1,800,310,301,9,310,0,186,126,60,60,0,3,0.6774193548387096,0.3225806451612903,0.3875,0.37625,0.0,5.492063492063492,5.0,22.0,1.0,,False,12,1.0,11,0.0015730002269265242,0.5492063492063493,0.1,
high_activity,6,6,random,12,800,0.1,800,328,314,14,320,149,186,108,78,78,0,2,0.5806451612903226,0.41935483870967744,0.4,0.3925,0.18625,7.268518518518518,5.0,31.0,1.0,,False,12,1.0,22,0.016998000464809593,0.7268518518518519,0.1,
high_activity,6,6,heuristic,12,800,0.1,800,616,612,4,629,50,186,35,151,150,1,4,0.1881720430107527,0.8118279569892473,0.78625,0.765,0.0625,12.4,7.0,90.0,1.0,,False,12,1.0,12,0.026342499695601873,1.2400000000000002,0.1,
high_activity,6,6,adaptive,12,800,0.1,800,583,579,4,593,0,186,90,96,96,0,4,0.4838709677419355,0.5161290322580645,0.74125,0.72375,0.0,12.9,12.0,36.0,1.0,,False,12,1.0,11,5.693710499872395,1.29,0.1,
high_activity,7,7,sequential,12,800,0.1,800,313,302,11,312,0,221,139,82,79,3,2,0.6289592760180995,0.37104072398190047,0.39,0.3775,0.0,4.741007194244604,4.0,19.0,1.0,,False,12,1.0,11,0.0015762490875204094,0.4741007194244604,0.1,
high_activity,7,7,random,12,800,0.1,800,308,288,20,300,156,221,119,102,102,0,1,0.5384615384615384,0.46153846153846156,0.375,0.36,0.195,6.176470588235294,4.0,56.0,2.0,,False,12,1.0,22,0.015143250639084727,0.6176470588235294,0.2,
high_activity,7,7,heuristic,12,800,0.1,800,652,650,2,674,8,221,48,173,172,1,2,0.2171945701357466,0.7828054298642534,0.8425,0.8125,0.01,7.354166666666667,1.0,67.0,1.0,,False,12,1.0,12,0.028867375112895388,0.7354166666666667,0.1,
high_activity,7,7,adaptive,12,800,0.1,800,575,571,4,590,1,221,82,139,139,0,2,0.37104072398190047,0.6289592760180995,0.7375,0.71375,0.00125,10.963414634146341,8.0,36.0,1.0,,False,12,1.0,11,5.579953249907703,1.0963414634146342,0.1,
high_activity,8,8,sequential,12,800,0.1,800,318,311,7,320,0,213,140,73,72,1,0,0.6572769953051644,0.3427230046948357,0.4,0.38875,0.0,5.142857142857143,5.0,32.0,1.0,,False,12,1.0,11,0.0013967493941891007,0.5142857142857143,0.1,
high_activity,8,8,random,12,800,0.1,800,324,313,11,323,163,213,111,102,100,2,0,0.5211267605633803,0.4788732394366197,0.40375,0.39125,0.20375,5.261261261261262,3.0,31.0,0.0,,False,12,1.0,17,0.016011250227165874,0.5261261261261262,0.0,
high_activity,8,8,heuristic,12,800,0.1,800,660,657,3,671,18,213,40,173,173,0,2,0.18779342723004694,0.812206572769953,0.83875,0.82125,0.0225,12.55,4.0,77.0,1.0,,False,12,1.0,11,0.02882787517592078,1.2550000000000001,0.1,
high_activity,8,8,adaptive,12,800,0.1,800,575,572,3,586,0,213,85,128,128,0,1,0.39906103286384975,0.6009389671361502,0.7325,0.715,0.0,12.729411764705882,8.0,35.0,1.0,,False,12,1.0,11,5.545378999304376,1.2729411764705882,0.1,
high_activity,9,9,sequential,12,800,0.1,800,313,306,7,308,0,188,126,62,62,0,1,0.6702127659574468,0.32978723404255317,0.385,0.3825,0.0,4.5,4.0,11.0,0.0,,False,12,1.0,11,0.0013803747424390167,0.45,0.0,
high_activity,9,9,random,12,800,0.1,800,332,323,9,328,142,188,103,85,84,1,0,0.5478723404255319,0.4521276595744681,0.41,0.40375,0.1775,6.679611650485437,4.0,52.0,1.0,,False,12,1.0,46,0.01704187430732418,0.6679611650485437,0.1,
high_activity,9,9,heuristic,12,800,0.1,800,591,583,8,602,42,188,53,135,135,0,4,0.28191489361702127,0.7180851063829787,0.7525,0.72875,0.0525,12.660377358490566,3.0,123.0,0.0,,False,12,1.0,13,0.026559000216366258,1.2660377358490567,0.0,
high_activity,9,9,adaptive,12,800,0.1,800,572,569,3,591,1,188,87,101,100,1,1,0.4627659574468085,0.5372340425531915,0.73875,0.71125,0.00125,11.482758620689655,8.0,34.0,0.0,,False,12,1.0,11,5.796386124347919,1.1482758620689655,0.0,
high_activity,10,10,sequential,12,800,0.1,800,313,302,11,309,0,209,136,73,71,2,0,0.6507177033492823,0.3492822966507177,0.38625,0.3775,0.0,4.882352941176471,5.0,11.0,0.0,,False,12,1.0,11,0.0013474990919348784,0.4882352941176471,0.0,
high_activity,10,10,random,12,800,0.1,800,319,306,13,315,133,209,121,88,85,3,0,0.5789473684210527,0.42105263157894735,0.39375,0.3825,0.16625,5.950413223140496,3.0,48.0,1.0,,False,12,1.0,44,0.014120374435151462,0.5950413223140496,0.1,
high_activity,10,10,heuristic,12,800,0.1,800,670,669,1,680,15,209,46,163,163,0,2,0.22009569377990432,0.7799043062200957,0.85,0.83625,0.01875,15.91304347826087,4.0,149.0,0.0,,False,12,1.0,11,0.028034249480697326,1.591304347826087,0.0,
high_activity,10,10,adaptive,12,800,0.1,800,583,578,5,592,0,209,92,117,115,2,0,0.44019138755980863,0.5598086124401914,0.74,0.7225,0.0,9.880434782608695,5.0,35.0,0.0,,False,12,1.0,11,5.722127875087608,0.9880434782608696,0.0,
high_activity,11,11,sequential,12,800,0.1,800,296,290,6,303,0,199,124,75,74,1,0,0.6231155778894473,0.3768844221105528,0.37875,0.3625,0.0,4.919354838709677,4.0,23.0,0.0,,False,12,1.0,11,0.0014792500951443799,0.49193548387096775,0.0,
high_activity,11,11,random,12,800,0.1,800,337,326,11,337,127,199,115,84,83,1,0,0.5778894472361809,0.4221105527638191,0.42125,0.4075,0.15875,6.0,3.0,39.0,0.0,,False,12,1.0,32,0.014955499937059358,0.6000000000000001,0.0,
high_activity,11,11,heuristic,12,800,0.1,800,657,656,1,677,18,199,42,157,156,1,2,0.21105527638190955,0.7889447236180904,0.84625,0.82,0.0225,10.476190476190476,6.0,55.0,0.0,,False,12,1.0,12,0.026620625976647716,1.0476190476190477,0.0,
high_activity,11,11,adaptive,12,800,0.1,800,571,567,4,588,0,199,82,117,116,1,1,0.4120603015075377,0.5879396984924623,0.735,0.70875,0.0,12.475609756097562,11.0,34.0,0.0,,False,12,1.0,11,5.699707249914354,1.2475609756097563,0.0,
high_activity,12,12,sequential,12,800,0.1,800,297,288,9,296,0,199,130,69,68,1,2,0.6532663316582915,0.34673366834170855,0.37,0.36,0.0,4.838461538461538,4.0,18.0,0.0,,False,12,1.0,11,0.0015358748350990936,0.4838461538461538,0.0,
high_activity,12,12,random,12,800,0.1,800,310,300,10,308,143,199,109,90,90,0,2,0.5477386934673367,0.45226130653266333,0.385,0.375,0.17875,6.486238532110092,5.0,35.0,1.0,,False,12,1.0,20,0.016962750305538066,0.6486238532110092,0.1,
high_activity,12,12,heuristic,12,800,0.1,800,636,632,4,657,27,199,46,153,151,2,2,0.23115577889447236,0.7688442211055276,0.82125,0.79,0.03375,10.456521739130435,3.0,104.0,0.0,,False,12,1.0,12,0.030447624485532288,1.0456521739130435,0.0,
high_activity,12,12,adaptive,12,800,0.1,800,576,573,3,586,2,199,77,122,121,1,3,0.3869346733668342,0.6130653266331658,0.7325,0.71625,0.0025,9.480519480519481,6.0,35.0,0.0,,False,12,1.0,11,5.7273908750357805,0.9480519480519481,0.0,
high_activity,13,13,sequential,12,800,0.1,800,312,296,16,302,0,199,126,73,71,2,0,0.6331658291457286,0.36683417085427134,0.3775,0.37,0.0,5.126984126984127,5.0,23.0,1.0,,False,12,1.0,11,0.0014076250954531133,0.5126984126984128,0.1,
high_activity,13,13,random,12,800,0.1,800,320,304,16,309,157,199,114,85,84,1,1,0.5728643216080402,0.4271356783919598,0.38625,0.38,0.19625,6.052631578947368,4.0,33.0,0.0,,False,12,1.0,33,0.01484674994571833,0.6052631578947368,0.0,
high_activity,13,13,heuristic,12,800,0.1,800,668,666,2,687,21,199,36,163,163,0,0,0.18090452261306533,0.8190954773869347,0.85875,0.8325,0.02625,11.083333333333334,3.0,82.0,1.0,,False,12,1.0,12,0.02777912435703911,1.1083333333333334,0.1,
high_activity,13,13,adaptive,12,800,0.1,800,581,572,9,587,0,199,86,113,113,0,0,0.4321608040201005,0.5678391959798995,0.73375,0.715,0.0,11.13953488372093,8.0,35.0,1.0,,False,12,1.0,11,5.623389126012626,1.1139534883720932,0.1,
high_activity,14,14,sequential,12,800,0.1,800,303,299,4,307,0,211,133,78,78,0,0,0.6303317535545023,0.3696682464454976,0.38375,0.37375,0.0,5.015037593984962,5.0,23.0,0.0,,False,12,1.0,11,0.0014223756079445593,0.5015037593984962,0.0,
high_activity,14,14,random,12,800,0.1,800,298,288,10,300,171,211,109,102,100,2,0,0.5165876777251185,0.4834123222748815,0.375,0.36,0.21375,6.715596330275229,4.0,37.0,0.0,,False,12,1.0,39,0.014851374544377904,0.671559633027523,0.0,
high_activity,14,14,heuristic,12,800,0.1,800,622,620,2,641,39,211,45,166,166,0,2,0.2132701421800948,0.7867298578199052,0.80125,0.775,0.04875,15.933333333333334,7.0,122.0,0.0,,False,12,1.0,12,0.029153624273021705,1.5933333333333335,0.0,
high_activity,14,14,adaptive,12,800,0.1,800,567,561,6,588,2,211,82,129,129,0,2,0.3886255924170616,0.6113744075829384,0.735,0.70125,0.0025,10.634146341463415,6.0,35.0,0.0,,False,12,1.0,11,5.5843773753076675,1.0634146341463415,0.0,
high_activity,15,15,sequential,12,800,0.1,800,313,308,5,316,0,188,124,64,62,2,1,0.6595744680851063,0.3404255319148936,0.395,0.385,0.0,4.75,5.0,18.0,1.0,,False,12,1.0,11,0.0014784995437366888,0.47500000000000003,0.1,
high_activity,15,15,random,12,800,0.1,800,299,292,7,302,167,188,107,81,80,1,1,0.5691489361702128,0.4308510638297872,0.3775,0.365,0.20875,7.420560747663552,4.0,51.0,0.0,,False,12,1.0,38,0.015000499915913679,0.7420560747663552,0.0,
high_activity,15,15,heuristic,12,800,0.1,800,621,619,2,634,37,188,44,144,143,1,2,0.23404255319148937,0.7659574468085106,0.7925,0.77375,0.04625,9.431818181818182,1.0,92.0,1.0,,False,12,1.0,11,0.02894012453907635,0.9431818181818182,0.1,
high_activity,15,15,adaptive,12,800,0.1,800,592,588,4,598,1,188,78,110,108,2,2,0.4148936170212766,0.5851063829787234,0.7475,0.735,0.00125,10.923076923076923,7.0,35.0,1.0,,False,12,1.0,11,5.691180750400235,1.0923076923076924,0.1,
high_activity,16,16,sequential,12,800,0.1,800,308,291,17,304,0,203,130,73,71,2,1,0.6403940886699507,0.35960591133004927,0.38,0.36375,0.0,5.015384615384615,4.0,23.0,0.0,,False,12,1.0,11,0.0014232499597710557,0.5015384615384616,0.0,
high_activity,16,16,random,12,800,0.1,800,316,305,11,325,147,203,105,98,94,4,1,0.5172413793103449,0.4827586206896552,0.40625,0.38125,0.18375,6.171428571428572,4.0,41.0,6.0,,False,12,1.0,29,0.0157216258594417,0.6171428571428572,0.6000000000000001,
high_activity,16,16,heuristic,12,800,0.1,800,632,625,7,641,37,203,39,164,163,1,3,0.1921182266009852,0.8078817733990148,0.80125,0.78125,0.04625,13.538461538461538,2.0,118.0,0.0,,False,12,1.0,12,0.031149125497904606,1.353846153846154,0.0,
high_activity,16,16,adaptive,12,800,0.1,800,578,569,9,592,2,203,79,124,122,2,2,0.3891625615763547,0.6108374384236454,0.74,0.71125,0.0025,11.050632911392405,7.0,36.0,0.0,,False,12,1.0,11,5.776058625087899,1.1050632911392406,0.0,
high_activity,17,17,sequential,12,800,0.1,800,301,293,8,304,0,218,132,86,84,2,2,0.6055045871559633,0.3944954128440367,0.38,0.36625,0.0,5.143939393939394,5.0,21.0,0.0,,False,12,1.0,11,0.0016077503823908046,0.5143939393939394,0.0,
high_activity,17,17,random,12,800,0.1,800,296,287,9,298,162,218,109,109,109,0,2,0.5,0.5,0.3725,0.35875,0.2025,5.2110091743119265,3.0,22.0,0.0,,False,12,1.0,27,0.015249625066644512,0.5211009174311927,0.0,
high_activity,17,17,heuristic,12,800,0.1,800,626,620,6,640,27,218,46,172,172,0,3,0.21100917431192662,0.7889908256880734,0.8,0.775,0.03375,10.717391304347826,4.0,110.0,0.0,,False,12,1.0,13,0.029765749895886984,1.0717391304347827,0.0,
high_activity,17,17,adaptive,12,800,0.1,800,576,573,3,590,0,218,84,134,134,0,2,0.3853211009174312,0.6146788990825688,0.7375,0.71625,0.0,11.857142857142858,8.0,35.0,0.0,,False,12,1.0,11,6.470081125044089,1.1857142857142857,0.0,
high_activity,18,18,sequential,12,800,0.1,800,315,306,9,312,0,186,130,56,56,0,2,0.6989247311827957,0.3010752688172043,0.39,0.3825,0.0,5.046153846153846,5.0,15.0,0.0,,False,12,1.0,11,0.0017446248602936976,0.5046153846153846,0.0,
high_activity,18,18,random,12,800,0.1,800,304,298,6,311,159,186,108,78,75,3,2,0.5806451612903226,0.41935483870967744,0.38875,0.3725,0.19875,6.564814814814815,5.0,28.0,0.0,,False,12,1.0,19,0.018595500841911417,0.6564814814814816,0.0,
high_activity,18,18,heuristic,12,800,0.1,800,660,656,4,679,25,186,42,144,144,0,1,0.22580645161290322,0.7741935483870968,0.84875,0.82,0.03125,13.785714285714286,4.5,125.0,0.0,,False,12,1.0,11,0.030070750326558482,1.3785714285714288,0.0,
